Company Name / 회사명,Type / 유형,HQ Location / 본사 위치,Area / 지역,AUM ($Bil),AUM (억원),AREA(지역),주주여부
퀸즈가드자산운용,Mutual,서울,0, 0 , 788 ,Korea,
큐브인더스트리얼자산운용,Mutual,서울,0, 0 , 537 ,Korea,
크라운락자산운용,Mutual,서울,0, 0 , 197 ,Korea,
크레스톤자산운용,Mutual,서울,0, 0 , 670 ,Korea,
크로스자산운용,Mutual,서울,0, 0 , 180 ,Korea,
크로톤자산운용,Mutual,서울,0, 0 , 425 ,Korea,
크리에이트자산운용,Mutual,서울,0, 0 ," 2,111 ",Korea,
클라만자산운용,Mutual,서울,0, 0 , 265 ,Korea,
키움투자자산운용,Mutual,서울,0, 33 ," 466,443 ",Korea,
키웨스트글로벌자산운용,Mutual,서울,0, 0 , 791 ,Korea,
키파스자산운용,Mutual,서울,0, 0 , 218 ,Korea,
키퍼바흐자산운용,Mutual,서울,0, - , - ,Korea,
키플렉스자산운용,Mutual,서울,0, 0 , 143 ,Korea,
타이거대체투자운용,Mutual,서울,0, 0 ," 6,775 ",Korea,
타이거자산운용투자일임,Mutual,서울,0, 1 ," 10,235 ",Korea,
타임폴리오자산운용,Mutual,서울,0, 2 ," 32,455 ",Korea,
태성자산운용,Mutual,서울,0, 0 ," 2,816 ",Korea,
테라자산운용,Mutual,서울,0, 0 , 116 ,Korea,
테바인베스트먼트,Mutual,서울,0, 0 , 141 ,Korea,
텐세그리티자산운용,Mutual,서울,0, 0 ," 2,276 ",Korea,
템플턴하나자산운용,Mutual,서울,0, 2 ," 25,737 ",Korea,
토러스자산운용,Mutual,서울,0, 1 ," 12,947 ",Korea,
토브자산운용,Mutual,서울,0, 0 , 942 ,Korea,
토터스자산운용,Mutual,서울,0, 0 , 638 ,Korea,
토포앤코코리아자산운용,Mutual,서울,0, 0 , 94 ,Korea,
트라움자산운용,Mutual,서울,0, 0 , 869 ,Korea,
트러스타자산운용,Mutual,서울,0, 0 , 351 ,Korea,
트러스톤자산운용,Mutual,서울,0, 8 ," 112,771 ",Korea,
트레스자산운용,Mutual,서울,0, 0 , 347 ,Korea,
트리니티자산운용,Mutual,서울,0, 0 ," 1,683 ",Korea,
티아이자산운용,Mutual,서울,0, 0 ," 1,045 ",Korea,
티엘자산운용,Mutual,서울,0, 0 , 254 ,Korea,
파라뷰자산운용,Mutual,서울,0, 0 , 821 ,Korea,
파레토자산운용,Mutual,서울,0, 0 , 386 ,Korea,
파로스자산운용,Mutual,서울,0, 0 ," 1,164 ",Korea,
파이브트리자산운용,Mutual,서울,0, 0 , 378 ,Korea,
파이어스톤자산운용,Mutual,서울,0, 0 , 176 ,Korea,
파인밸류자산운용,Mutual,서울,0, 0 ," 3,958 ",Korea,
파인스트리트자산운용,Mutual,서울,0, 0 ," 4,286 ",Korea,
파인앤파트너스자산운용,Mutual,서울,0, 0 ," 1,411 ",Korea,
파인트리자산운용,Mutual,서울,0, 2 ," 34,713 ",Korea,
퍼시픽브릿지자산운용,Mutual,서울,0, 0 , 322 ,Korea,
퍼시픽자산운용,Mutual,서울,0, 2 ," 29,236 ",Korea,
페블스톤자산운용,Mutual,서울,0, 1 ," 14,341 ",Korea,
페블즈자산운용,Mutual,서울,0, 0 , 858 ,Korea,
페어웨이자산운용,Mutual,서울,0, 0 , 554 ,Korea,
페트라빌자산운용,Mutual,서울,0, 0 , 449 ,Korea,
페트라자산운용,Mutual,서울,0, 0 ," 3,334 ",Korea,
포도자산운용,Mutual,서울,0, 0 , 342 ,Korea,
포렉스자산운용,Mutual,서울,0, 0 , 56 ,Korea,
포스트자산운용,Mutual,서울,0, 0 , 303 ,Korea,
포어모스트자산운용,Mutual,서울,0, 0 , 74 ,Korea,
포커스자산운용,Mutual,서울,0, 0 ," 3,695 ",Korea,
포트코리아자산운용,Mutual,서울,0, 0 ," 1,937 ",Korea,
폴라리스자산운용,Mutual,서울,0, 0 , 23 ,Korea,
푸른파트너스자산운용,Mutual,서울,0, 0 ," 4,308 ",Korea,
품에자산운용,Mutual,서울,0, 0 , 483 ,Korea,
프라임자산운용,Mutual,서울,0, 0 ," 1,128 ",Korea,
프라핏자산운용,Mutual,서울,0, 0 ," 1,087 ",Korea,
플랫폼파트너스자산운용,Mutual,서울,0, 0 ," 2,045 ",Korea,
플러스자산운용,Mutual,서울,0, 4 ," 58,707 ",Korea,
피나클자산운용,Mutual,서울,0, 0 , 168 ,Korea,
피데스자산운용,Mutual,서울,0, 0 ," 4,467 ",Korea,
피델리티자산운용,Mutual,서울,0, 0 , 157 ,Korea,
피보나치자산운용,Mutual,서울,0, 0 ," 1,007 ",Korea,
피아이에이자산운용,Mutual,서울,0, 0 ," 3,030 ",Korea,
피앤케이자산운용,Mutual,서울,0, 0 , 395 ,Korea,
피타자산운용,Mutual,서울,0, 0 , 334 ,Korea,
피티알자산운용,Mutual,서울,0, 0 ," 1,409 ",Korea,
핑거자산운용,Mutual,서울,0, 0 , 267 ,Korea,
하나대체투자자산운용,Mutual,서울,0, 5 ," 69,076 ",Korea,
하나자산운용,Mutual,서울,0, 22 ," 312,388 ",Korea,
하베스트자산운용,Mutual,서울,0, 0 , 96 ,Korea,
하우자산운용,Mutual,서울,0, 0 ," 1,912 ",Korea,
하이즈에셋자산운용,Mutual,서울,0, 0 , 613 ,Korea,
한강에셋자산운용,Mutual,서울,0, 1 ," 15,253 ",Korea,
한국교통자산운용,Mutual,서울,0, 0 ," 4,955 ",Korea,
한국대성자산운용,Mutual,서울,0, 0 , 72 ,Korea,
한국대안투자자산운용,Mutual,서울,0, 0 ," 1,016 ",Korea,
한국대체투자자산운용,Mutual,서울,0, 0 ," 3,265 ",Korea,
한국성장금융투자운용,Mutual,서울,0, 5 ," 72,018 ",Korea,
한국채권투자운용,Mutual,서울,0, 1 ," 8,341 ",Korea,
한국투자리얼에셋운용,Mutual,서울,0, 4 ," 54,457 ",Korea,
한국투자밸류자산운용,Mutual,서울,0, 4 ," 53,180 ",Korea,
한국투자신탁운용,Mutual,서울,0, 34 ," 475,362 ",Korea,
한국투자증권,Mutual,서울,0, 0 ," 2,767 ",Korea,
한미글로벌투자운용,Mutual,서울,0, 0 , 107 ,Korea,
한백자산운용,Mutual,서울,0, 0 , 239 ,Korea,
한스프라임자산운용,Mutual,서울,0, 0 , 131 ,Korea,
한앤파트너스자산운용,Mutual,서울,0, 0 , 415 ,Korea,
한일퍼스트자산운용,Mutual,서울,0, 0 , 394 ,Korea,
한화자산운용,Mutual,서울,0, 59 ," 820,927 ",Korea,
해든자산운용,Mutual,서울,0, 0 , 314 ,Korea,
해디브자산운용,Mutual,서울,0, 0 , 383 ,Korea,
허브자산운용,Mutual,서울,0, 0 , 65 ,Korea,
헤리티지자산운용,Mutual,서울,0, 0 ," 3,328 ",Korea,
혁신아이비자산운용,Mutual,서울,0, 0 ," 1,173 ",Korea,
현대얼터너티브,Mutual,서울,0, 0 , 259 ,Korea,
현대인베스트먼트자산운용,Mutual,서울,0, 11 ," 158,721 ",Korea,
현대자산운용,Mutual,서울,0, 3 ," 48,806 ",Korea,
현대하임자산운용,Mutual,서울,0, 0 , 548 ,Korea,
홍익인간사모기업인수증권투자회사,Mutual,서울,0, 0 , 70 ,Korea,
화인자산운용,Mutual,서울,0, 0 ," 2,090 ",Korea,
황소자산운용,Mutual,서울,0, 0 ," 1,086 ",Korea,
휴먼앤드브릿지자산운용,Mutual,서울,0, 0 , 236 ,Korea,
흥국자산운용,Mutual,서울,0, 24 ," 340,423 ",Korea,
